0 - Sexe,1 - Tranche_age,2 - Statut,3 - Foyer,4 - Enfant,5 - Taille_ville,6 - Region,7 - Style_de_musique,8 - Moment_musique, 9 - Musique/jour, 10 - Musique fréquence, 11 - nb concert, 12 - appareil pour ecouter plus souvent de la musique,13 - musique seul,14 - Visionnage Illegal Musique,15 - musique accompagné,16 - Plateforme
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Variété Française,Dance,R&B,Soul,Pop / Rock,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives",NULL,1 à 5 fois par semaine,NULL,Une tablette,1 à 5 fois par semaine,Uniquement de façon légale,Moins souvent,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 25 à 34 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Jazz,Electronique,Metal,Reggae,Classique,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,Sous la douche ou en vous préparant,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,3 ou 4 concerts/festivals,Un ordinateur,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,"Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,R&B,Soul,Pop / Rock","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,En voiture",Moins de 1 heure / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Une chaîne Hifi,Tous les jours ou presque,Uniquement de façon légale,Tous les jours ou presque,
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,BourgogneFrancheComte,"Variété Française,Dance,Electronique,R&B,Soul,Reggae,Musiques du monde,Rap / Hip-Hop","En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Plus de 6 heures /jour,Plusieurs fois par jour,NULL,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Célibataire,2 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AquitaineLimousinPoitouC,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 35 à 49 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,"R&B,Reggae,Musiques du monde,Pop / Rock","En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,NULL,Un ordinateur,1 à 5 fois par semaine,Uniquement de façon légale,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Célibataire,3 personnes,Aucun,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Metal,Pop / Rock","En travaillant ou en étudiant,En faisant du sport ou des activités récréatives",Moins de 1 heure / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un ordinateur,Tous les jours ou presque,Uniquement de façon légale,Moins souvent,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 35 à 49 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,BourgogneFrancheComte,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
HOMME,De 35 à 49 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Dance,Electronique,Musiques du monde",En voiture,NULL,1 à 3 fois par mois,1 ou 2 concerts/festivals,NULL,1 à 5 fois par semaine,Uniquement de façon légale,Jamais,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Metal,Pop / Rock","En travaillant ou en étudiant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives",Entre 1 et 2 heures / jour,Plusieurs fois par jour,3 ou 4 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Célibataire,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,R&B","Au réveil ou avant de vous endormir,Dans les transports ou sur le chemin des études ou du travail",NULL,Moins souvent,NULL,Un smartphone,1 à 5 fois par semaine,NULL,Moins souvent,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 35 à 49 ans,Célibataire,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Jazz,Dance,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","En travaillant ou en étudiant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un smartphone,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,LanguedocRoussillonMidiP,"Jazz,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Moins de 1 heure / jour,Tous les jours ou presque,Aucun,Une platine Vinyle,1 à 5 fois par semaine,Uniquement de façon légale,1 à 5 fois par semaine,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,AlsaceChampagneArdenneLo,Variété Française,En voiture,Plus de 6 heures /jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,NULL,Plusieurs fois par jour,NULL,Jamais,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
FEMME,De 35 à 49 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Jazz,Musiques du monde,Classique","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un ordinateur,Plusieurs fois par jour,NULL,1 à 3 fois par mois,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
FEMME,De 25 à 34 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Jazz,R&B,Soul,Reggae,Musiques du monde,Rap / Hip-Hop","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives",Entre 1 et 2 heures / jour,Plusieurs fois par jour,Aucun,Un smartphone,1 à 5 fois par semaine,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,,,NULL,Jamais,NULL,NULL,NULL,NULL,NULL,
FEMME,De 25 à 34 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,"Variété Française,Dance,R&B,Pop / Rock","En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Une tablette,Tous les jours ou presque,Uniquement de façon légale,1 à 3 fois par mois,"Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Dance,R&B,Soul,Reggae,Musiques du monde,Pop / Rock,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 4 et 6 heures / jour,Plusieurs fois par jour,NULL,Un écran de télévision,Plusieurs fois par jour,NULL,Tous les jours ou presque,
FEMME,De 25 à 34 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,R&B,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 2 et 3 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
HOMME,De 15 à 24 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Variété Française,Metal,Soul,Pop / Rock","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,IleDeFrance,"Variété Française,Dance,R&B,Musiques du monde,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En voiture",NULL,Moins souvent,NULL,"Une enceinte intelligente (que vous commandez à la voix, comme Amazon Echo ou Google Home)",Tous les jours ou presque,NULL,Moins souvent,
FEMME,De 35 à 49 ans,Célibataire,3 personnes,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,Metal,Reggae,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,Aucun,Un ordinateur,1 à 5 fois par semaine,NULL,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Dance,Metal,Soul,Musiques du monde,Classique","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 3 et 4 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Plusieurs fois par jour,Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...)
FEMME,De 35 à 49 ans,Célibataire,4 personnes ou plus,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Jazz,Dance,Metal,R&B,Soul,Reggae,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 2 et 3 heures / jour,Tous les jours ou presque,NULL,Un smartphone,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Dance,R&B,Reggae,Pop / Rock,Rap / Hip-Hop","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture",Entre 3 et 4 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Tous les jours ou presque,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 25 à 34 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,R&B,Reggae,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives",Entre 1 et 2 heures / jour,Plusieurs fois par jour,NULL,Un smartphone,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
FEMME,De 35 à 49 ans,Enfant,4 personnes ou plus,Aucun,PlusDe100000Habitants,AquitaineLimousinPoitouC,Pop / Rock,"En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En voiture",Moins de 1 heure / jour,Tous les jours ou presque,NULL,NULL,1 à 5 fois par semaine,Uniquement de façon légale,1 à 3 fois par mois,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Dance,R&B,Rap / Hip-Hop",En voiture,Entre 1 et 2 heures / jour,Plusieurs fois par jour,NULL,Un smartphone,Moins souvent,NULL,Tous les jours ou presque,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,R&B,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Plus de 6 heures /jour,Plusieurs fois par jour,NULL,"Une enceinte intelligente (que vous commandez à la voix, comme Amazon Echo ou Google Home)",Tous les jours ou presque,Uniquement de façon légale,Tous les jours ou presque,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
